title,release_date,popularity,genre_ids,vote_average
Braddock: Missing in Action III,1988-01-22,15.666,"[28, 10752]",5.682
Santa Claus Is a Stinker,1982-08-25,11.662,[35],7.351
NiNoKuni,2019-08-23,17.426,"[16, 28, 12, 10751, 14, 10749]",6.508
Stir Crazy,1980-12-12,12.414,[35],6.45
Hiroshima Mon Amour,1959-06-10,14.415,"[18, 36, 10749]",7.7
Space Oddity,2023-03-31,19.214,"[35, 10749, 878, 18]",5.9
Fighting Spirit: Champion Road,2003-06-25,14.785,"[16, 28, 35]",6.7
Three Days of the Condor,1975-08-01,17.664,"[53, 9648]",7.303
Before I Fall,2017-03-02,16.669,"[18, 9648, 53, 14]",6.966
Trigun: Badlands Rumble,2011-07-11,19.916,"[28, 16, 878, 12]",7.513
The Thundermans Return,2024-03-07,21.457,"[10751, 878, 28, 35]",0.0
Legend of the Red Dragon,1994-02-05,16.412,"[28, 35, 12]",6.9
"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,17.447,"[16, 18, 10749, 14]",7.91
Capricorn One,1977-12-10,18.412,"[18, 28, 53, 878]",6.751
The Bay of Silence,2020-08-20,12.405,[53],4.511
Double Take,2001-01-12,18.872,"[12, 18, 28, 35, 10749]",5.512
C'est la vie!,2017-10-04,11.643,[35],7.0
Problem Child 3,1995-05-13,15.41,"[35, 10751, 10770]",4.614
Like Mike,2002-07-03,15.161,"[10751, 35, 14]",6.094
Two Worlds,2007-11-21,13.912,"[35, 14]",5.147
Narc,2002-01-14,12.161,"[80, 18, 9648]",6.697
How to Steal a Million,1966-07-13,15.411,"[35, 80, 10749]",7.472
R.L. Stine's Monsterville: The Cabinet of Souls,2015-09-29,14.915,"[35, 27]",6.734
Max,2015-06-26,14.165,"[12, 18, 10751]",7.162
Eastern Condors,1987-07-09,16.21,"[28, 12, 10752]",7.259
Mallrats,1995-10-20,18.16,"[10749, 35]",6.76
The Best Offer,2013-01-01,20.162,"[18, 10749, 80]",7.8
Blown Away,1994-07-01,17.909,[28],6.209
El Cid,1961-10-24,17.41,"[28, 18, 36, 10749, 10752]",6.876
Fallen,2016-11-10,15.165,"[18, 14, 10749]",6.113
The Best Offer,2013-01-01,20.162,"[18, 10749, 80]",7.837
Blown Away,1994-07-01,17.909,[28],6.209
El Cid,1961-10-24,17.41,"[28, 18, 36, 10749, 10752]",6.876
Fallen,2016-11-10,15.165,"[18, 14, 10749]",6.113
Guns Akimbo,2020-02-27,27.145,"[28, 35]",6.451
Twilight Zone: The Movie,1983-06-24,16.658,"[27, 14, 878]",6.443
Let's Make Love,1960-09-08,11.633,"[35, 10749]",6.422
HK: Hentai Kamen 2 - Abnormal Crisis,2016-05-14,11.632,"[28, 35]",6.187
Thawing Out,2009-01-31,20.46,"[35, 18]",5.857
Who Finds a Friend Finds a Treasure,1981-12-09,20.658,"[28, 12, 35]",6.871
Bad Santa 2,2016-11-23,11.632,"[35, 80, 18, 9648]",5.413
All About Steve,2009-08-06,11.631,[35],4.937
Exhuma,2024-02-22,21.887,"[9648, 27, 53]",0.0
The Great Battle,2018-09-19,11.915,"[10752, 36, 28]",6.785
The Land Before Time XI: Invasion of the Tinysauruses,2005-01-11,14.908,"[16, 10751, 14, 12]",6.281
Vixen!,1968-10-15,15.658,[18],5.372
Bitch Slap,2009-05-16,18.408,"[18, 28, 35, 53, 80]",4.741
White Squall,1996-02-02,13.656,"[18, 12]",6.3
Scooby-Doo! & Batman: The Brave and the Bold,2018-01-31,15.913,"[16, 35, 28, 10751, 878]",7.277
Pandemic,2016-02-26,15.411,"[28, 878, 27]",5.057
Trespass,2011-10-13,15.675,[53],5.524
Official Secrets,2019-08-30,15.673,"[53, 36, 18]",7.229
Misbehaviour,2020-03-12,15.671,"[18, 36, 35]",6.4
Assault on Wall Street,2013-06-30,15.67,"[18, 53, 28]",5.9
David Attenborough: A Life on Our Planet,2020-09-28,15.669,[99],8.465
Vehicle 19,2013-03-07,15.669,"[53, 28]",5.374
Last Moment of Clarity,2020-05-19,15.668,"[18, 9648, 53]",5.292
Cruel Intentions 3,2004-05-25,15.668,[18],4.7
Braddock: Missing in Action III,1988-01-22,15.666,"[28, 10752]",5.682
Shockwave: Countdown to Disaster,2017-09-02,15.665,"[28, 878, 12, 53]",5.726
Infamous,2020-06-12,15.664,[80],5.802
Gintama,2017-07-14,15.664,"[28, 12, 35, 14, 878]",6.7
Kundo: Age of the Rampant,2014-07-23,15.664,"[28, 18]",6.852
How to Make an American Quilt,1995-10-06,15.658,"[18, 10749]",6.4
Vixen!,1968-10-15,15.658,[18],5.372
Clean,2022-01-28,15.656,[80],6.36
Race,2016-02-19,15.653,"[18, 36]",7.257
The Last Song,2010-03-31,15.653,"[18, 10751, 10749]",7.244
Wishmaster,1997-09-19,15.653,"[27, 14]",5.965
Implanted,2021-10-01,15.649,"[878, 53]",4.9
The World of Kanako,2014-07-04,17.521,"[9648, 80, 53]",6.5
Buffy the Vampire Slayer,1992-07-24,17.521,"[28, 35, 27]",5.598
Deep Blue Sea 2,2018-04-17,17.886,"[28, 27, 878]",5.119
Gandhi,1982-12-01,17.519,"[18, 36]",7.546
Blood and Money,2020-05-15,10.51,"[53, 80, 18, 28]",5.272
4 Moons,2014-03-21,11.881,"[18, 10749]",7.081
Terrorizers,1986-12-19,17.627,"[18, 80]",7.341
Crypto,2019-04-12,10.509,"[53, 80, 18]",5.376
The Ides of March,2011-09-24,17.515,[18],6.672
Celeste & Jesse Forever,2012-08-03,12.63,"[35, 18, 10749]",6.438
Little Lord Fauntleroy,1980-12-01,10.507,"[10770, 10751, 18]",7.322
Howl,2015-10-01,12.381,[27],5.522
Ne Zha,2019-07-26,14.886,"[16, 14, 12]",7.941
Marley & Me: The Puppy Years,2011-06-01,15.129,"[35, 10751]",5.763
The Bodyguard from Beijing,1994-07-28,17.508,"[18, 28, 53]",6.5
Breakthrough,2019-04-10,17.506,"[18, 14]",7.634
Jarhead 3: The Siege,2016-01-20,17.506,"[10752, 28, 18]",6.217
Company of Heroes,2013-02-25,15.379,"[28, 18, 10752]",5.214
The Blue Room,2002-05-04,16.357,"[18, 10749]",5.1
Ali Baba and the Forty Thieves,1954-12-24,10.876,"[12, 35]",6.274
Iceman,2014-04-17,12.651,"[12, 28, 878, 35, 14]",5.519
Monsters,2010-06-18,19.148,"[18, 53, 878]",6.229
East of Eden,1955-04-10,11.585,[18],7.56
Julie & Julia,2009-08-06,16.648,"[10749, 18]",6.694
Coming Home in the Dark,2021-08-12,13.165,"[9648, 53, 27, 80]",5.693
Anatomy of a Murder,1959-07-01,19.302,"[80, 18, 9648]",7.8
Loving Pablo,2017-10-12,18.152,"[80, 18]",6.274
The Smile of the Fox,1992-05-22,19.695,[53],5.4
The Sisterhood of the Traveling Pants 2,2008-08-06,14.647,"[12, 35, 18]",6.238
Zombie Ass: Toilet of the Dead,2012-02-25,16.368,"[35, 27]",4.824
K-9,1989-04-28,11.645,"[28, 35, 80]",6.1
Romy and Michele's High School Reunion,1997-04-25,15.645,"[35, 10749]",6.2
A Dangerous Method,2011-09-30,14.397,"[18, 53]",6.349
Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,2022-07-08,12.566,[99],7.1
Flight 7500,2014-05-16,20.397,"[53, 27, 9648]",4.856
The Shootist,1976-07-21,13.143,"[37, 18]",7.053
Three Swedish Girls in Upper Bavaria,1977-10-07,14.503,[35],5.5
Sin Nombre,2009-03-20,19.645,"[18, 28, 53, 80]",7.593
Little Big Man,1970-12-14,12.143,"[12, 37, 35, 18]",7.533
Werewolf Castle,2022-01-31,18.838,"[27, 14, 36, 28]",6.067
The Ruthless,2019-04-08,15.598,"[80, 18]",6.244
Miss Meadows,2014-09-12,15.598,[18],5.8
Rubber,2010-11-09,15.598,"[35, 18, 14, 27, 9648]",5.916
The Empty Chair: Final Exam,2023-10-05,15.597,"[27, 53]",3.5
Wet Hot American Summer,2001-07-27,15.597,[35],6.288
Sucho,2024-02-15,15.595,[18],0.0
Pay the Ghost,2015-09-16,15.595,[27],5.4
Land,2021-02-12,15.594,[18],6.711
Firefox,1982-06-18,15.594,"[878, 28, 12, 53]",6.021
Small Time Crooks,2000-05-19,15.592,"[35, 80]",6.452
The Tale of Despereaux,2008-12-18,15.592,"[12, 16, 10751]",6.078
Tarzan,2013-10-17,15.591,"[16, 28, 12, 10751]",5.671
The Way Back,2020-03-05,15.589,[18],6.629
All My Life,2020-10-23,15.588,"[10749, 18]",7.863
The Number 23,2007-02-23,15.588,"[53, 9648, 80]",6.407
Changing Lanes,2002-04-07,15.588,"[53, 28, 18]",6.269
Hardball,2001-09-14,15.585,[18],6.453
Demons,1985-10-04,15.585,[27],6.628
Addams Family Reunion,1998-12-24,15.585,"[35, 27, 14, 10751, 10770]",4.792
Sapphire Blue,2014-08-14,15.584,"[14, 10749, 18]",7.2
Pee-wee's Big Holiday,2016-03-15,13.641,"[12, 35, 10751]",6.102
Vice,2018-12-25,21.145,"[35, 18]",7.044
Ages of Love,2011-02-25,12.639,"[10749, 35, 18]",5.267
Rendel,2017-09-22,15.392,"[14, 28, 80]",5.516
Crossroads,2002-02-15,26.136,"[18, 10749, 35]",5.207
The Assignment,2016-06-08,21.391,"[28, 80, 53]",5.469
"Salò, or the 120 Days of Sodom",1976-01-10,13.317,"[18, 27]",6.403
Blood Father,2016-08-11,18.64,"[28, 53, 18]",6.179
The Collection,2012-11-30,21.886,"[27, 53]",6.31
The Kitchen,2019-08-08,20.143,"[28, 80, 18]",6.16
7 Days in Entebbe,2018-03-15,16.891,"[53, 18, 80]",5.841
Darby O'Gill and the Little People,1959-06-24,11.634,"[12, 10751, 14, 10749]",6.7
Remo Williams: The Adventure Begins,1985-10-11,12.883,"[35, 28, 12]",6.247
Julia(s),2022-12-21,15.158,"[18, 35]",7.1
"Chill Out, Scooby-Doo!",2007-08-31,14.385,"[10751, 35, 16, 12, 9648]",7.504
Jules and Jim,1962-01-23,14.384,"[18, 10749]",7.597
John and the Hole,2021-08-06,13.653,"[18, 53, 27]",5.558
Magic in the Moonlight,2014-07-25,19.387,"[35, 18, 10749]",6.501
Step Up: Year of the Dance,2019-07-05,13.272,"[10402, 18]",6.127
Ernest Goes to Camp,1987-05-22,11.527,"[35, 10751]",5.158
My Policeman,2022-10-20,15.421,"[18, 10749]",7.751
Riverdance: The Animated Adventure,2021-05-28,15.89,"[16, 14, 10402, 12, 35, 10751]",5.976
Kung Fu Dunk,2008-02-07,16.634,"[28, 12, 35]",5.727
Battle of the Bulge,1965-12-16,13.883,"[18, 36, 10752]",6.927
Boogeyman 2,2007-10-20,15.383,"[27, 53]",5.47
Clean,2022-01-28,15.656,[80],6.36
Lake Placid: Legacy,2018-05-28,14.139,"[27, 28, 878, 10770]",5.063
Adulterers,2016-01-05,12.846,"[53, 80, 18]",5.878
The Beekeeper,1987-08-21,14.751,[18],7.0
Ordinary People,2018-11-07,16.659,"[53, 9648, 80]",6.853
The Rookie,2002-03-25,11.631,"[18, 10751]",6.766
Deadly Illusions,2021-03-18,14.397,"[53, 18]",4.989
Bagdad Cafe,1987-11-12,13.13,"[35, 18]",7.226
The Best Years of Our Lives,1946-12-25,14.881,"[18, 10749, 10752]",7.8
Requiem for a Dream,2000-10-06,14.065,"[80, 18]",8.022
"Hello, My Name Is Doris",2015-11-27,15.885,"[35, 18, 10749]",6.42
Pawn Shop Chronicles,2013-07-12,11.634,"[28, 35]",5.743
I Used to Be Famous,2022-09-09,11.516,"[35, 18, 10402]",7.062
Between Us,2023-07-12,23.467,[18],6.04
Marriage Story,2019-09-28,19.139,[18],7.747
Pawn Shop Chronicles,2013-07-12,11.634,"[28, 35]",5.743
I Used to Be Famous,2022-09-09,11.516,"[35, 18, 10402]",7.062
Between Us,2023-07-12,23.467,[18],6.04
Marriage Story,2019-09-28,19.139,[18],7.747
The Stepford Wives,1975-02-12,13.128,"[27, 9648, 878]",6.661
Belle and Sebastian: The Adventure Continues,2015-12-08,13.133,"[12, 10751]",6.948
Justin and the Knights of Valour,2013-08-09,11.631,"[16, 12]",5.905
Once Upon a Time in China III,1993-02-11,17.127,[28],6.4
Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019-02-15,11.507,"[16, 878, 80]",6.8
Gangnam Blues,2015-01-21,11.941,"[28, 80, 53]",6.753
City of the Living Dead,1980-08-11,11.627,[27],6.345
Welcome Home,2018-11-16,13.386,"[53, 27]",5.278
A Tale of Legendary Libido,2008-04-30,14.739,"[35, 14, 18]",5.8
Joint Security Area,2000-09-09,13.377,"[10752, 18, 53, 28]",7.8
Angelique,1964-12-08,14.127,"[12, 10749, 36]",6.9
Hector and the Search for Happiness,2014-08-14,12.88,"[12, 18, 35]",6.724
Geek Charming,2011-11-11,16.129,"[35, 18, 10751, 10770]",6.647
The Conquest of Siberia,2019-02-21,17.465,"[36, 28, 18]",6.32
The Kid,1921-01-21,14.127,"[35, 18]",8.184
Impetigore,2019-10-17,13.886,"[27, 53, 9648]",6.664
Impetigore,2019-10-17,13.886,"[27, 53, 9648]",6.664
The Golden Glove,2019-02-21,14.884,"[18, 53, 80]",6.933
Higop,2023-12-15,21.551,[10749],4.25
Batman & Mr. Freeze: SubZero,1998-02-11,14.375,"[16, 28, 80]",6.865
Pig,2021-07-16,16.643,"[18, 53]",6.673
Come Away,2020-11-12,14.889,"[14, 12]",5.806
Arthur,1981-07-17,13.374,"[35, 18, 10749]",6.487
Jurassic Triangle,2024-02-13,13.271,"[27, 28, 878]",0.0
I Think We're Alone Now,2018-09-14,15.381,"[878, 18, 9648]",5.796
A Girl at My Door,2014-05-22,13.627,[18],6.825
Dolores Claiborne,1995-03-24,20.623,"[80, 18, 9648]",7.257
Funny Games,1997-09-11,15.874,"[18, 27, 53]",7.329
The Dead Don't Die,2019-05-15,13.633,"[35, 27]",5.428
Perfect Sense,2011-09-29,15.625,"[18, 878, 10749]",6.879
The Good Doctor,2011-04-23,16.125,"[18, 53, 9648]",6.2
No Way Out,1987-08-14,17.622,[53],6.897
Digimon Adventure tri. Part 1: Reunion,2015-11-21,11.488,"[16, 12, 878]",6.669
Redline,2007-04-13,11.488,"[28, 53]",4.95
Wolf,1994-06-17,14.872,"[14, 18, 27, 10749]",6.109
Inconceivable,2017-06-30,15.378,"[80, 18, 53]",5.6
The Wonder,2022-11-02,15.508,"[18, 9648]",6.63
The Fan,1996-08-15,15.508,"[53, 28, 18]",5.947
The Paloni Show! Halloween Special!,2022-10-17,15.505,"[16, 35, 27]",6.143
Fire with Fire,2012-08-31,15.505,"[28, 80, 18, 53]",5.672
Amor Bandido,2021-03-18,15.504,"[53, 10749, 18]",6.7
The Nurse on a Military Tour,1977-09-02,15.504,[35],4.758
Creep,2004-08-10,15.504,"[27, 53, 9648]",5.875
Rumble Fish,1983-10-09,15.504,"[80, 18]",6.976
Teen Wolf Too,1987-11-20,15.502,"[35, 14, 10751]",4.071
Kite,1998-02-25,15.501,"[16, 80, 28, 53]",6.6
An Affair to Die For,2019-02-01,15.5,"[53, 27]",5.995
The After,2023-08-10,15.498,[18],6.33
Cyrano,2021-12-17,15.498,"[18, 10749]",6.454
Accidental Love,2015-02-10,15.497,"[10749, 35]",4.27
From Dusk Till Dawn 3: The Hangman's Daughter,1999-10-31,15.497,"[37, 27, 53]",4.902
Addicted to Love,1997-05-23,15.496,"[35, 10749]",6.2
Sissi: The Young Empress,1956-12-01,15.496,"[18, 35, 10749]",7.155
La Belle Verte,1996-09-18,15.495,[35],7.2
Madea Goes to Jail,2009-02-16,15.495,"[35, 80, 18]",6.6
Bringing Down the House,2003-03-07,15.495,"[35, 18]",5.997
The Tree of Blood,2018-10-31,11.877,[18],6.489
Sholay,1975-08-15,16.368,[28],6.978
The Twins Effect,2003-03-08,12.619,"[28, 35, 27]",6.016
The Twilight Samurai,2002-11-02,12.368,"[18, 10749]",7.74
Dangerous Liaisons,1988-12-21,18.117,"[18, 10749]",7.2
Alien: Covenant - Prologue: The Crossing,2017-04-26,15.123,"[27, 878]",6.373
The Parallax View,1974-06-14,14.617,"[80, 18, 53]",6.773
Titanic,1943-11-10,17.407,"[28, 18, 36]",6.199
Kicking & Screaming,2005-05-13,14.367,"[10751, 35]",5.801
Santa Paws 2: The Santa Pups,2012-11-20,13.249,"[10751, 14, 12]",6.057
Nowhere Special,2020-09-10,14.13,[18],7.155
Noryang: Deadly Sea,2023-12-20,18.909,"[36, 28, 18, 10752]",7.429
Reign Over Me,2007-03-22,13.867,[18],7.18
Dragons: Rescue Riders: Hunt for the Golden Dragon,2020-03-27,11.461,"[16, 10751, 10770]",6.679
Barbie: Princess Adventure,2020-09-01,16.879,"[16, 10402]",7.037
This Is Spinal Tap,1984-03-02,13.865,"[10402, 35]",7.446
Holidays at All Cost,2020-05-01,15.608,[35],5.875
The World Is Yours,2018-08-15,12.122,"[35, 80]",6.768
Nancy Drew and the Hidden Staircase,2019-03-15,11.456,"[80, 10751, 9648]",6.415
Riki-Oh: The Story of Ricky,1991-10-05,11.456,"[28, 80, 878]",6.788
The Lift,1983-05-11,20.614,"[27, 878, 53, 14]",5.9
The Way Way Back,2013-06-06,15.368,"[35, 18]",7.152
Stir of Echoes,1999-09-10,14.364,"[27, 9648, 53]",6.675
Coffee and Cigarettes,2004-03-12,13.864,"[35, 18]",6.96
Desperate Riders,2022-02-25,15.289,"[37, 28, 18]",6.0
Force Majeure,2014-08-15,16.617,[18],6.866
Life or Something Like It,2002-04-24,14.864,"[35, 18, 10749]",5.669
Cabaret,1972-02-13,13.613,"[10402, 18, 10749]",7.383
The Land Before Time XII: The Great Day of the Flyers,2006-02-27,18.114,"[16, 10751, 12]",6.2
Sadako vs. Kayako,2016-06-18,16.618,[27],5.538
Harlem Nights,1989-11-17,16.362,"[35, 80, 18]",6.061
The Little Witch,2018-02-01,14.869,"[10751, 35, 18]",6.938
The Gift,2015-07-31,13.367,"[53, 9648, 18]",6.704
White Christmas,1954-10-14,14.612,"[35, 10402, 10749]",7.2
Quadrophenia,1979-09-14,12.861,"[18, 10402]",7.08
PlayTime,1967-12-16,14.112,[35],7.742
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001-12-15,20.362,"[28, 878, 27]",7.4
The Man Who Fell to Earth,1976-03-18,15.111,"[18, 878]",6.4
The Wave,2008-03-13,13.613,"[18, 53]",7.503
Bratz,2007-08-03,13.363,"[35, 10402, 10751]",5.7
The Mexican,2001-03-01,15.457,"[28, 35, 80, 10749]",5.9
About Dry Grasses,2023-07-12,15.455,[18],7.589
The Mount 2,2023-05-12,15.454,[27],5.5
Spell,2020-10-30,15.454,"[53, 27, 14]",6.477
Ballerina,2024-06-06,15.454,"[28, 80, 53]",0.0
Broken Embraces,2009-03-18,15.454,"[18, 10749, 53]",7.14
Mr. Magoo,1997-12-25,15.453,"[35, 10751]",4.4
Sky High,2020-12-18,15.452,"[28, 18, 53]",6.138
Chitty Chitty Bang Bang,1968-12-17,15.452,"[10751, 10402, 12, 14, 35]",6.793
Freaky Friday,2018-09-14,15.451,"[10751, 14, 10770, 35]",5.263
Magic Camp,2020-08-14,15.45,"[10751, 14, 35]",6.874
Correspondence,2016-01-14,15.45,"[18, 10749]",6.329
The Cutting Edge,1992-03-27,15.45,"[10749, 35, 18]",7.147
Babysitting 2,2015-12-02,15.449,[35],6.329
Navy Seals,1990-07-20,15.448,[28],5.318
Happily,2021-03-19,15.446,"[35, 10749, 878, 53]",5.675
Super Buddies,2013-08-07,15.446,"[10751, 35]",5.9
Final Fantasy: The Spirits Within,2001-07-02,15.445,"[12, 28, 14, 878, 53, 10749, 16]",6.171
Hulk vs. Wolverine,2009-01-27,15.444,"[16, 28, 878, 12, 14]",7.1
Lost & Found,2022-09-30,15.443,"[9648, 53]",6.014
The Devil Inside,2012-01-06,15.443,"[53, 27]",4.705
About Last Night...,1986-07-02,15.443,"[35, 18, 10749]",6.055
Rebel in the Rye,2017-09-15,15.442,"[18, 10749]",6.651
Your Boyfriend Is Mine,2022-03-19,15.441,"[53, 10770]",6.811
Love Don't Co$t a Thing,2003-12-12,15.441,"[35, 18, 10751, 10749]",7.029
Head in the Clouds,2004-04-29,15.441,"[18, 10749, 10752]",5.926
Message in a Bottle,1999-02-22,15.44,"[10749, 18]",6.237
Nightwatch,1997-01-31,15.44,"[18, 27, 9648, 53]",6.0
Mayhem,2017-11-10,15.439,"[28, 35, 27]",6.457
Stomp the Yard 2: Homecoming,2010-10-10,15.439,"[18, 10402]",5.5
A Mermaid in Paris,2020-03-11,15.438,"[10749, 14, 18, 35]",6.6
Minuscule: Valley of the Lost Ants,2013-11-17,15.437,"[16, 12, 10751]",6.947
Before Midnight,2013-04-05,15.436,"[10749, 18]",7.514
Confidential Assignment,2017-01-18,15.435,"[28, 18]",6.942
Tokyo Story,1953-11-03,15.435,[18],8.178
The Treasure of the Sierra Madre,1948-01-15,15.434,"[12, 18, 37]",7.968
The Last Full Measure,2020-01-23,15.432,"[18, 28, 10752]",7.416
Unlocked,2017-04-27,15.431,"[28, 53]",6.2
Scooby-Doo! and the Goblin King,2008-09-23,15.43,"[12, 16, 35, 10751, 14, 10402]",7.764
Hell House LLC II: The Abaddon Hotel,2018-09-14,15.428,[27],5.605
Backcountry,2015-03-20,17.221,"[53, 18, 27]",5.9
Violet Perfume,2001-03-11,12.834,[18],7.703
Legend of Deification,2020-10-01,14.848,"[16, 28, 14, 12]",7.3
The Unforgiven,1960-04-06,17.22,"[37, 18, 10749]",6.267
Rudolph the Red-Nosed Reindeer,1964-12-06,17.218,"[16, 10751, 10770]",7.369
Superman vs. The Elite,2012-06-12,15.085,"[878, 16, 28]",6.939
Everything Must Go,2011-05-13,10.335,"[35, 18, 10749]",6.172
Wine Country,2019-05-08,12.092,[35],5.479
The Broken Circle Breakdown,2012-10-09,14.835,[18],7.7
Police Academy: Mission to Moscow,1994-06-09,17.214,"[35, 80]",4.6
The Mystic Nine: Begonia from Qingshan,2022-02-10,18.347,"[28, 9648, 12]",5.7
The School of the Magical Animals,2021-10-14,13.614,"[10751, 12, 14]",6.075
Cria!,1976-06-03,10.327,[18],7.6
Swept Away,1974-12-18,11.832,"[10749, 18, 35]",7.479
Frantic,1988-02-19,17.21,"[53, 9648]",6.715
Psycho-Pass 3: First Inspector,2020-03-27,13.083,"[878, 28, 80, 16]",7.6
A Perfect Murder,1998-06-05,17.208,"[80, 53, 18]",6.5
The Runner,2015-08-07,11.336,[18],4.788
The Beast in Heat,1977-07-19,18.361,"[27, 53, 10752]",5.033
Batman vs. Robin,2015-04-03,14.085,"[878, 28, 12, 16]",7.167
Still Alice,2014-12-05,15.402,[18],7.499
Godsend,2004-04-30,15.402,"[18, 27, 878, 53]",4.874
Lake Placid,1999-07-15,15.402,"[27, 35, 28, 878, 53]",5.894
The Right Stuff,1983-10-20,15.402,"[18, 36, 12]",7.4
Bride & Prejudice,2004-02-11,15.4,"[18, 35, 10749]",6.47
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,2023-05-20,15.399,"[16, 10402]",9.5
Higher Learning,1995-01-11,15.398,"[18, 80]",6.362
Arsène Lupin,2004-09-17,15.398,"[10749, 28, 12, 80, 9648]",5.318
The First Time,2018-01-23,15.397,[10749],9.0
Lorenzo's Oil,1992-12-30,15.397,[18],7.066
Wild Strawberries,1957-12-26,15.397,[18],8.127
Rendel,2017-09-22,15.392,"[14, 28, 80]",5.516
Cinderella and the Secret Prince,2018-09-30,15.391,"[16, 12, 10751, 14]",6.6
Free State of Jones,2016-06-24,15.389,"[28, 18, 36, 10752]",6.735
Frida,2002-08-29,15.388,"[18, 10749]",7.423
Operation Y and Other Shurik's Adventures,1965-07-24,15.386,"[35, 10749, 80]",7.754
The Commander,2023-10-31,15.385,"[18, 36, 10752]",7.2
Hot Pursuit,2015-05-08,15.384,"[35, 28]",5.708
Boogeyman 2,2007-10-20,15.383,"[27, 53]",5.47
Hallam Foe,2007-02-16,15.383,"[18, 35, 53]",6.6
The Big Trip,2019-04-27,13.338,"[16, 35, 12, 10751]",7.008
Million Dollar Arm,2014-05-09,17.602,[18],6.745
Ramona and Beezus,2010-07-23,12.6,"[35, 10751]",6.5
Redbad,2018-06-28,11.856,"[12, 36, 10752, 18]",6.374
Scooby-Doo! and WWE: Curse of the Speed Demon,2016-07-23,16.854,"[10751, 16, 35, 9648]",7.654
The Suite Life Movie,2011-03-25,16.101,"[12, 35, 10751]",6.098
The Wizards Return: Alex vs. Alex,2013-06-01,14.851,"[10751, 35, 10770, 14]",6.9
As Tears Go By,1988-06-09,16.597,"[18, 80, 10749]",7.0
"PAW Patrol: Ready, Race, Rescue!",2019-08-02,13.607,"[16, 10751]",7.113
Detective Dee: The Four Heavenly Kings,2018-07-27,17.854,"[28, 14, 12, 9648]",6.3
The Hunchback of Notre Dame,1939-12-29,15.097,"[18, 10749, 27]",7.2
A United Kingdom,2016-11-25,11.384,"[18, 36]",6.686
Falling Inn Love,2019-08-29,13.857,"[10749, 35]",6.525
Ring 2,1999-01-23,17.347,"[27, 9648, 878]",5.7
"I'm a Cyborg, but That's OK",2006-12-07,11.598,"[18, 35, 10749]",7.1
A Family Man,2016-09-13,13.352,[18],6.706
Assassination Classroom: Graduation,2016-03-25,11.53,"[878, 35, 28]",7.167
Fahrenheit 451,1966-09-07,22.846,"[18, 878]",7.113
Even Lambs Have Teeth,2015-10-03,11.377,"[53, 27]",5.764
Critters 3,1991-12-11,13.594,"[35, 27, 878]",5.095
"Mektoub, My Love: Canto Uno",2017-09-07,15.361,"[10749, 18]",6.747
"Eleven Days, Eleven Nights",1987-03-27,15.361,"[18, 10749]",5.172
The Bride of Frankenstein,1935-04-20,15.361,"[27, 878]",7.502
Lost and Delirious,2001-01-21,15.36,"[18, 10749]",6.843
Repulsion,1965-06-01,15.36,"[18, 53, 27]",7.437
Pleasantville,1998-09-17,15.36,"[14, 35, 18]",7.246
GomBurZa,2023-12-25,15.359,"[36, 18]",8.0
Girls Just Want to Have Fun,1985-04-12,15.359,"[35, 10751, 10402, 10749]",6.163
Robin and Marian,1976-03-11,15.349,"[12, 10749]",6.294
54,1998-08-28,15.347,"[18, 10402]",5.811
The Man Who Invented Christmas,2017-10-12,15.345,"[18, 36, 35, 10751]",6.847
Lake Placid 3,2010-08-21,15.345,"[27, 28, 878, 53]",5.157
Operation Mincemeat,2022-04-01,15.343,"[10752, 36, 18]",6.528
Ran,1985-06-01,15.343,"[28, 18, 36]",8.077
Hairspray,1988-02-26,15.343,"[35, 18, 10749]",6.8
Not One Less,1999-10-30,15.341,[18],7.4
Deseo,2013-09-13,15.339,[18],6.636
Werewolf: The Beast Among Us,2012-10-09,15.339,"[18, 27, 53]",5.909
Son of Saul,2015-06-11,15.338,"[10752, 18, 53]",7.147
The Secret of Kells,2009-02-09,15.338,"[16, 10751, 14]",7.404
The Hobbit,1977-11-27,15.338,"[10751, 14, 16, 12, 10770]",6.512
White Fang,2018-03-28,15.337,"[16, 10751]",7.353
Rope Torture,1984-09-01,15.336,[18],6.5
A Fall from Grace,2020-01-17,15.334,"[18, 53, 9648]",7.032
10 Days of a Good Man,2023-02-10,15.33,"[80, 18]",6.8
Two Night Stand,2014-09-26,15.33,"[10749, 35]",6.421
Before We Go,2014-09-04,15.329,"[35, 18, 10749]",6.732
The Last Exorcism Part II,2013-02-28,15.328,"[27, 53]",4.639
The Swan,2023-09-28,15.327,[18],6.769
Penguin Bloom,2021-01-21,15.327,[18],6.955
Swindle,2013-08-23,15.326,"[35, 80, 10770]",7.0
So Close,2002-05-14,15.326,"[28, 53]",6.805
Ludo,2020-11-12,15.325,"[80, 35]",7.273
Something the Lord Made,2004-05-30,15.323,"[10770, 18]",7.705
Agora,2009-05-17,15.322,"[12, 18, 36]",6.965
